,Year,Date,Experiment,Plot,Subplot,Strip,TreatmentCode,BigBioNumSp,FertTrt,Species,Mass.g.m.2.
43,2019,8/22/19,E245,2,West,NA,Control,NA,y,Cyperus sp.,0.62
44,2019,8/22/19,E245,2,West,NA,Control,NA,y,Koeleria cristata,9.02
45,2019,8/22/19,E245,2,West,NA,Control,NA,y,Lespedeza capitata,8.74
46,2019,8/22/19,E245,2,West,NA,Control,NA,y,Liatris aspera,14.92
47,2019,8/22/19,E245,2,West,NA,Control,NA,y,Miscellaneous litter,38.48
48,2019,8/22/19,E245,2,West,NA,Control,NA,y,Panicum perlongum,17.52
49,2019,8/22/19,E245,2,West,NA,Control,NA,y,Poa pratensis,3.66
50,2019,8/22/19,E245,2,West,NA,Control,NA,y,Solidago nemoralis,3.6
51,2019,8/22/19,E245,2,West,NA,Control,NA,y,Sorghastrum nutans,18.54
52,2019,8/22/19,E245,2,West,NA,Control,NA,y,Tradescantia occidentalis,3.14
53,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Ambrosia coronopifolia,1.06
54,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Carex sp.,7.28
55,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Cyperus sp.,0.48
56,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Koeleria cristata,7.1
57,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Lespedeza capitata,2.38
58,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Lithospermum caroliniense,5.62
59,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Miscellaneous litter,45.74
60,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Panicum perlongum,0.48
61,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Poa pratensis,2.18
62,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Rhus glabra,1.08
63,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Rumex acetosella,0.08
64,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Solidago nemoralis,15.38
65,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Sorghastrum nutans,16.78
66,2019,8/22/19,E245,3,East,NA,FoliarFungicide,NA,n,Viola pedatifida,0.5
67,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Carex sp.,14.44
68,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Cyperus sp.,0.8
69,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Helianthemum bicknellii,5.94
70,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Hieracium longipilum,6.74
71,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Koeleria cristata,10.46
72,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Lespedeza capitata,10.06
73,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Lithospermum caroliniense,5.04
74,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Miscellaneous herbs,0.19
75,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Miscellaneous litter,37.46
76,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Panicum perlongum,3.72
77,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Poa pratensis,8.96
78,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Rhus glabra,11.22
79,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Rumex acetosella,0.58
80,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Solidago nemoralis,4.48
81,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Sorghastrum nutans,28.18
82,2019,8/22/19,E245,3,West,NA,FoliarFungicide,NA,y,Viola pedatifida,0.5
83,2019,8/22/19,E245,4,East,NA,SoilDrenchFungicide,NA,n,Ambrosia coronopifolia,1.16
84,2019,8/22/19,E245,4,East,NA,SoilDrenchFungicide,NA,n,Carex sp.,6.32
85,2019,8/22/19,E245,4,East,NA,SoilDrenchFungicide,NA,n,Koeleria cristata,2.18
86,2019,8/22/19,E245,4,East,NA,SoilDrenchFungicide,NA,n,Lespedeza capitata,0.26
87,2019,8/22/19,E245,4,East,NA,SoilDrenchFungicide,NA,n,Miscellaneous litter,187.78
88,2019,8/22/19,E245,4,East,NA,SoilDrenchFungicide,NA,n,Panicum perlongum,8.82
89,2019,8/22/19,E245,4,East,NA,SoilDrenchFungicide,NA,n,Panicum praecocious,1
90,2019,8/22/19,E245,4,East,NA,SoilDrenchFungicide,NA,n,Poa pratensis,3.92
91,2019,8/22/19,E245,4,East,NA,SoilDrenchFungicide,NA,n,Sorghastrum nutans,19.68
92,2019,8/22/19,E245,4,East,NA,SoilDrenchFungicide,NA,n,Viola pedatifida,0.64
93,2019,8/22/19,E245,4,West,NA,SoilDrenchFungicide,NA,y,Ambrosia coronopifolia,11.48
94,2019,8/22/19,E245,4,West,NA,SoilDrenchFungicide,NA,y,Anemone cylindrica,0.01
95,2019,8/22/19,E245,4,West,NA,SoilDrenchFungicide,NA,y,Carex sp.,44.76
96,2019,8/22/19,E245,4,West,NA,SoilDrenchFungicide,NA,y,Crepis tectorum,2.82
97,2019,8/22/19,E245,4,West,NA,SoilDrenchFungicide,NA,y,Cyperus sp.,1.2
98,2019,8/22/19,E245,4,West,NA,SoilDrenchFungicide,NA,y,Koeleria cristata,6.48
99,2019,8/22/19,E245,4,West,NA,SoilDrenchFungicide,NA,y,Lespedeza capitata,4.7
100,2019,8/22/19,E245,4,West,NA,SoilDrenchFungicide,NA,y,Miscellaneous litter,183.1
101,2019,8/22/19,E245,4,West,NA,SoilDrenchFungicide,NA,y,Panicum perlongum,0.54
102,2019,8/22/19,E245,4,West,NA,SoilDrenchFungicide,NA,y,Poa pratensis,5.14
103,2019,8/22/19,E245,4,West,NA,SoilDrenchFungicide,NA,y,Sorghastrum nutans,28.3
104,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Ambrosia coronopifolia,2.12
105,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Carex sp.,6.74
106,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Hieracium longipilum,4.18
107,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Koeleria cristata,6.8
108,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Lespedeza capitata,4.06
109,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Liatris aspera,0.74
110,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Lithospermum canescens,0.62
111,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Miscellaneous litter,194.22
112,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Panicum perlongum,1.08
113,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Physalis virginiana,0.04
114,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Poa pratensis,6.68
115,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Polygala polygama,0.12
116,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Sisyrinchium campestre,0.3
117,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Sorghastrum nutans,45.04
118,2019,8/22/19,E245,5,East,NA,AllPesticides,NA,n,Viola pedatifida,0.17
119,2019,8/22/19,E245,5,West,NA,AllPesticides,NA,y,Agrostis scabra,0.06
120,2019,8/22/19,E245,5,West,NA,AllPesticides,NA,y,Ambrosia coronopifolia,31.54
121,2019,8/22/19,E245,5,West,NA,AllPesticides,NA,y,Aster ericoides,20.08
122,2019,8/22/19,E245,5,West,NA,AllPesticides,NA,y,Carex sp.,20.7
123,2019,8/22/19,E245,5,West,NA,AllPesticides,NA,y,Cyperus sp.,3.06
124,2019,8/22/19,E245,5,West,NA,AllPesticides,NA,y,Hieracium longipilum,41.78
125,2019,8/22/19,E245,5,West,NA,AllPesticides,NA,y,Koeleria cristata,31.04
126,2019,8/22/19,E245,5,West,NA,AllPesticides,NA,y,Miscellaneous litter,162.8
127,2019,8/22/19,E245,5,West,NA,AllPesticides,NA,y,Panicum perlongum,5.04
128,2019,8/22/19,E245,5,West,NA,AllPesticides,NA,y,Poa pratensis,8.74
129,2019,8/22/19,E245,5,West,NA,AllPesticides,NA,y,Ranunculus rhomboideus,0.01
130,2019,8/22/19,E245,5,West,NA,AllPesticides,NA,y,Sorghastrum nutans,32.14
131,2019,8/22/19,E245,5,West,NA,AllPesticides,NA,y,Viola pedatifida,0.11
132,2019,8/22/19,E245,6,East,NA,Fenced,NA,n,Ambrosia coronopifolia,2.06
133,2019,8/22/19,E245,6,East,NA,Fenced,NA,n,Anemone cylindrica,0.74
134,2019,8/22/19,E245,6,East,NA,Fenced,NA,n,Carex sp.,10.34
135,2019,8/22/19,E245,6,East,NA,Fenced,NA,n,Cyperus sp.,1.02
136,2019,8/22/19,E245,6,East,NA,Fenced,NA,n,Koeleria cristata,5.46
137,2019,8/22/19,E245,6,East,NA,Fenced,NA,n,Lespedeza capitata,0.08
138,2019,8/22/19,E245,6,East,NA,Fenced,NA,n,Lithospermum canescens,51.7
139,2019,8/22/19,E245,6,East,NA,Fenced,NA,n,Miscellaneous litter,135.94
140,2019,8/22/19,E245,6,East,NA,Fenced,NA,n,Panicum perlongum,6.12
141,2019,8/22/19,E245,6,East,NA,Fenced,NA,n,Poa pratensis,10.46
142,2019,8/22/19,E245,6,East,NA,Fenced,NA,n,Sorghastrum nutans,19.68
143,2019,8/22/19,E245,6,West,NA,Fenced,NA,y,Agrostis scabra,0.58
144,2019,8/22/19,E245,6,West,NA,Fenced,NA,y,Ambrosia coronopifolia,3.3
145,2019,8/22/19,E245,6,West,NA,Fenced,NA,y,Carex sp.,17.66
146,2019,8/22/19,E245,6,West,NA,Fenced,NA,y,Cyperus sp.,2.86
147,2019,8/22/19,E245,6,West,NA,Fenced,NA,y,Erigeron strigosus,0.1
148,2019,8/22/19,E245,6,West,NA,Fenced,NA,y,Koeleria cristata,10.74
149,2019,8/22/19,E245,6,West,NA,Fenced,NA,y,Lithospermum canescens,0.14
150,2019,8/22/19,E245,6,West,NA,Fenced,NA,y,Lithospermum caroliniense,6.1
151,2019,8/22/19,E245,6,West,NA,Fenced,NA,y,Miscellaneous litter,160.2
152,2019,8/22/19,E245,6,West,NA,Fenced,NA,y,Panicum perlongum,7.76
153,2019,8/22/19,E245,6,West,NA,Fenced,NA,y,Poa pratensis,24.7
154,2019,8/22/19,E245,6,West,NA,Fenced,NA,y,Sorghastrum nutans,18.48
155,2019,8/22/19,E245,7,East,NA,AllPesticides,NA,n,Agrostis scabra,1.12
156,2019,8/22/19,E245,7,East,NA,AllPesticides,NA,n,Ambrosia artemisiifolia elatior,3.2
157,2019,8/22/19,E245,7,East,NA,AllPesticides,NA,n,Carex sp.,2.48
158,2019,8/22/19,E245,7,East,NA,AllPesticides,NA,n,Koeleria cristata,8.4
159,2019,8/22/19,E245,7,East,NA,AllPesticides,NA,n,Lespedeza capitata,0.22
160,2019,8/22/19,E245,7,East,NA,AllPesticides,NA,n,Miscellaneous litter,98
161,2019,8/22/19,E245,7,East,NA,AllPesticides,NA,n,Panicum oligosanthes,0.02
162,2019,8/22/19,E245,7,East,NA,AllPesticides,NA,n,Panicum perlongum,0.96
163,2019,8/22/19,E245,7,East,NA,AllPesticides,NA,n,Poa pratensis,3.76
164,2019,8/22/19,E245,7,East,NA,AllPesticides,NA,n,Rudbeckia serotina,0.02
165,2019,8/22/19,E245,7,East,NA,AllPesticides,NA,n,Solidago gigantea,33.86
166,2019,8/22/19,E245,7,East,NA,AllPesticides,NA,n,Sorghastrum nutans,16.98
167,2019,8/22/19,E245,7,West,NA,AllPesticides,NA,y,Agrostis scabra,0.96
168,2019,8/22/19,E245,7,West,NA,AllPesticides,NA,y,Ambrosia coronopifolia,18.6
169,2019,8/22/19,E245,7,West,NA,AllPesticides,NA,y,Carex sp.,9.06
170,2019,8/22/19,E245,7,West,NA,AllPesticides,NA,y,Cyperus sp.,0.32
171,2019,8/22/19,E245,7,West,NA,AllPesticides,NA,y,Koeleria cristata,14.46
172,2019,8/22/19,E245,7,West,NA,AllPesticides,NA,y,Lespedeza capitata,5.98
173,2019,8/22/19,E245,7,West,NA,AllPesticides,NA,y,Lithospermum caroliniense,0.42
174,2019,8/22/19,E245,7,West,NA,AllPesticides,NA,y,Miscellaneous litter,123.08
175,2019,8/22/19,E245,7,West,NA,AllPesticides,NA,y,Panicum perlongum,0.28
176,2019,8/22/19,E245,7,West,NA,AllPesticides,NA,y,Poa pratensis,9.6
177,2019,8/22/19,E245,7,West,NA,AllPesticides,NA,y,Solidago nemoralis,27.36
178,2019,8/22/19,E245,7,West,NA,AllPesticides,NA,y,Sorghastrum nutans,20.02
179,2019,8/22/19,E245,8,East,NA,Control,NA,n,Ambrosia coronopifolia,0.92
180,2019,8/22/19,E245,8,East,NA,Control,NA,n,Carex sp.,3.22
181,2019,8/22/19,E245,8,East,NA,Control,NA,n,Cyperus sp.,0.58
182,2019,8/22/19,E245,8,East,NA,Control,NA,n,Hieracium longipilum,0.01
183,2019,8/22/19,E245,8,East,NA,Control,NA,n,Koeleria cristata,8.7
184,2019,8/22/19,E245,8,East,NA,Control,NA,n,Lespedeza capitata,2.02
185,2019,8/22/19,E245,8,East,NA,Control,NA,n,Lithospermum caroliniense,0.05
186,2019,8/22/19,E245,8,East,NA,Control,NA,n,Miscellaneous litter,76.64
187,2019,8/22/19,E245,8,East,NA,Control,NA,n,Panicum oligosanthes,0.48
188,2019,8/22/19,E245,8,East,NA,Control,NA,n,Panicum perlongum,1.88
189,2019,8/22/19,E245,8,East,NA,Control,NA,n,Panicum praecocious,2.72
190,2019,8/22/19,E245,8,East,NA,Control,NA,n,Penstemon grandiflorus,0.26
191,2019,8/22/19,E245,8,East,NA,Control,NA,n,Poa pratensis,9.84
192,2019,8/22/19,E245,8,East,NA,Control,NA,n,Polygala polygama,0.1
193,2019,8/22/19,E245,8,East,NA,Control,NA,n,Solidago nemoralis,1.88
194,2019,8/22/19,E245,8,East,NA,Control,NA,n,Sorghastrum nutans,20.96
195,2019,8/22/19,E245,8,West,NA,Control,NA,y,Carex sp.,5.76
196,2019,8/22/19,E245,8,West,NA,Control,NA,y,Cyperus sp.,0.48
197,2019,8/22/19,E245,8,West,NA,Control,NA,y,Koeleria cristata,3.68
198,2019,8/22/19,E245,8,West,NA,Control,NA,y,Lespedeza capitata,0.02
199,2019,8/22/19,E245,8,West,NA,Control,NA,y,Miscellaneous litter,107.26
200,2019,8/22/19,E245,8,West,NA,Control,NA,y,Panicum perlongum,0.1
201,2019,8/22/19,E245,8,West,NA,Control,NA,y,Poa pratensis,14.76
202,2019,8/22/19,E245,8,West,NA,Control,NA,y,Schizachyrium scoparium,22.94
203,2019,8/22/19,E245,8,West,NA,Control,NA,y,Solidago sp.,0.54
204,2019,8/22/19,E245,8,West,NA,Control,NA,y,Sorghastrum nutans,17.22
205,2019,8/22/19,E245,9,East,NA,Insecticide,NA,n,Ambrosia coronopifolia,0.66
206,2019,8/22/19,E245,9,East,NA,Insecticide,NA,n,Carex sp.,7.94
207,2019,8/22/19,E245,9,East,NA,Insecticide,NA,n,Helianthemum bicknellii,4.6
208,2019,8/22/19,E245,9,East,NA,Insecticide,NA,n,Koeleria cristata,2.6
209,2019,8/22/19,E245,9,East,NA,Insecticide,NA,n,Lespedeza capitata,0.1
210,2019,8/22/19,E245,9,East,NA,Insecticide,NA,n,Liatris aspera,8.04
211,2019,8/22/19,E245,9,East,NA,Insecticide,NA,n,Miscellaneous litter,74.54
212,2019,8/22/19,E245,9,East,NA,Insecticide,NA,n,Panicum perlongum,0.56
213,2019,8/22/19,E245,9,East,NA,Insecticide,NA,n,Panicum praecocious,0.54
214,2019,8/22/19,E245,9,East,NA,Insecticide,NA,n,Poa pratensis,3.94
215,2019,8/22/19,E245,9,East,NA,Insecticide,NA,n,Sisyrinchium campestre,0.42
216,2019,8/22/19,E245,9,East,NA,Insecticide,NA,n,Solidago missouriensis,14.42
217,2019,8/22/19,E245,9,East,NA,Insecticide,NA,n,Sorghastrum nutans,27.22
218,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Agrostis scabra,0.15
219,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Ambrosia coronopifolia,5.06
220,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Anemone cylindrica,21.92
221,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Carex sp.,20.98
222,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Cyperus sp.,0.56
223,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Helianthemum bicknellii,5.76
224,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Koeleria cristata,6.12
225,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Lespedeza capitata,0.8
226,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Miscellaneous litter,109.74
227,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Panicum perlongum,0.22
228,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Panicum praecocious,3.78
229,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Physalis virginiana,0.16
230,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Poa pratensis,4.24
231,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Solidago gigantea,32.16
232,2019,8/22/19,E245,9,West,NA,Insecticide,NA,y,Sorghastrum nutans,30.08
233,2019,8/22/19,E245,10,East,NA,FoliarFungicide,NA,n,Carex sp.,1.22
234,2019,8/22/19,E245,10,East,NA,FoliarFungicide,NA,n,Cyperus sp.,0.82
235,2019,8/22/19,E245,10,East,NA,FoliarFungicide,NA,n,Koeleria cristata,5.68
236,2019,8/22/19,E245,10,East,NA,FoliarFungicide,NA,n,Lespedeza capitata,0.06
237,2019,8/22/19,E245,10,East,NA,FoliarFungicide,NA,n,Miscellaneous litter,93.56
238,2019,8/22/19,E245,10,East,NA,FoliarFungicide,NA,n,Panicum perlongum,0.48
239,2019,8/22/19,E245,10,East,NA,FoliarFungicide,NA,n,Poa pratensis,2.02
240,2019,8/22/19,E245,10,East,NA,FoliarFungicide,NA,n,Rhus glabra,0.26
241,2019,8/22/19,E245,10,East,NA,FoliarFungicide,NA,n,Solidago nemoralis,14.38
242,2019,8/22/19,E245,10,East,NA,FoliarFungicide,NA,n,Sorghastrum nutans,36.48
243,2019,8/22/19,E245,10,West,NA,FoliarFungicide,NA,y,Ambrosia coronopifolia,21.7
244,2019,8/22/19,E245,10,West,NA,FoliarFungicide,NA,y,Carex sp.,30.16
245,2019,8/22/19,E245,10,West,NA,FoliarFungicide,NA,y,Cyperus sp.,6.34
246,2019,8/22/19,E245,10,West,NA,FoliarFungicide,NA,y,Koeleria cristata,18.44
247,2019,8/22/19,E245,10,West,NA,FoliarFungicide,NA,y,Leptoloma cognatum,0.54
248,2019,8/22/19,E245,10,West,NA,FoliarFungicide,NA,y,Lespedeza capitata,7.8
249,2019,8/22/19,E245,10,West,NA,FoliarFungicide,NA,y,Miscellaneous litter,78.84
250,2019,8/22/19,E245,10,West,NA,FoliarFungicide,NA,y,Panicum perlongum,6.68
251,2019,8/22/19,E245,10,West,NA,FoliarFungicide,NA,y,Sorghastrum nutans,20.2
252,2019,8/22/19,E245,11,East,NA,SoilDrenchFungicide,NA,n,Ambrosia coronopifolia,1.44
253,2019,8/22/19,E245,11,East,NA,SoilDrenchFungicide,NA,n,Cyperus sp.,0.82
254,2019,8/22/19,E245,11,East,NA,SoilDrenchFungicide,NA,n,Koeleria cristata,6.06
255,2019,8/22/19,E245,11,East,NA,SoilDrenchFungicide,NA,n,Lespedeza capitata,0.7
256,2019,8/22/19,E245,11,East,NA,SoilDrenchFungicide,NA,n,Lithospermum canescens,4.74
257,2019,8/22/19,E245,11,East,NA,SoilDrenchFungicide,NA,n,Miscellaneous litter,72.84
258,2019,8/22/19,E245,11,East,NA,SoilDrenchFungicide,NA,n,Panicum praecocious,0.54
259,2019,8/22/19,E245,11,East,NA,SoilDrenchFungicide,NA,n,Poa pratensis,2.52
260,2019,8/22/19,E245,11,East,NA,SoilDrenchFungicide,NA,n,Polygala polygama,0.18
261,2019,8/22/19,E245,11,East,NA,SoilDrenchFungicide,NA,n,Solidago nemoralis,0.16
262,2019,8/22/19,E245,11,East,NA,SoilDrenchFungicide,NA,n,Sorghastrum nutans,12.2
263,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Anemone cylindrica,0.08
264,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Aristida basiramea,0.38
265,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Carex sp.,5.34
266,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Cyperus sp.,3.36
267,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Koeleria cristata,4.04
268,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Lespedeza capitata,0.01
269,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Lithospermum canescens,0.94
270,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Miscellaneous litter,81.16
271,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Panicum oligosanthes,1.5
272,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Panicum perlongum,3.24
273,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Panicum praecocious,1.14
274,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Poa pratensis,7.98
275,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Solidago nemoralis,1.94
276,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Sorghastrum nutans,36.18
277,2019,8/22/19,E245,11,West,NA,SoilDrenchFungicide,NA,y,Tradescantia occidentalis,0.26
278,2019,8/22/19,E245,12,East,NA,Fenced,NA,n,Ambrosia coronopifolia,4.56
279,2019,8/22/19,E245,12,East,NA,Fenced,NA,n,Carex sp.,4.72
280,2019,8/22/19,E245,12,East,NA,Fenced,NA,n,Cyperus sp.,0.22
281,2019,8/22/19,E245,12,East,NA,Fenced,NA,n,Helianthemum bicknellii,3.84
282,2019,8/22/19,E245,12,East,NA,Fenced,NA,n,Koeleria cristata,4.54
283,2019,8/22/19,E245,12,East,NA,Fenced,NA,n,Lespedeza capitata,1.16
284,2019,8/22/19,E245,12,East,NA,Fenced,NA,n,Lithospermum canescens,1.9
285,2019,8/22/19,E245,12,East,NA,Fenced,NA,n,Miscellaneous litter,105.1
286,2019,8/22/19,E245,12,East,NA,Fenced,NA,n,Poa pratensis,2.5
287,2019,8/22/19,E245,12,East,NA,Fenced,NA,n,Solidago nemoralis,3.08
288,2019,8/22/19,E245,12,East,NA,Fenced,NA,n,Sorghastrum nutans,17.1
289,2019,8/22/19,E245,12,West,NA,Fenced,NA,y,Agrostis scabra,1.18
290,2019,8/22/19,E245,12,West,NA,Fenced,NA,y,Ambrosia artemisiifolia elatior,3.22
291,2019,8/22/19,E245,12,West,NA,Fenced,NA,y,Carex sp.,0.36
292,2019,8/22/19,E245,12,West,NA,Fenced,NA,y,Cyperus sp.,8.38
293,2019,8/22/19,E245,12,West,NA,Fenced,NA,y,Helianthemum bicknellii,1.38
294,2019,8/22/19,E245,12,West,NA,Fenced,NA,y,Koeleria cristata,13.22
295,2019,8/22/19,E245,12,West,NA,Fenced,NA,y,Lespedeza capitata,10.5
296,2019,8/22/19,E245,12,West,NA,Fenced,NA,y,Lithospermum caroliniense,0.16
297,2019,8/22/19,E245,12,West,NA,Fenced,NA,y,Miscellaneous litter,68.08
